"","state","district_id","cand_id","incumbent","party","primary_votes","primary_percent","runoff_votes","runoff_percent","general_votes","general_percent","won","footnotes"
"180","CA","24","H6CA24303",FALSE,"DEM",66402,0.319384721941647,NA,NA,166034,0.534190866563282,TRUE,NA
"181","CA","24","H4CA24142",FALSE,"REP",42521,0.204520312064106,NA,NA,144780,0.465809133436718,FALSE,NA
"182","CA","24","H6CA24295",FALSE,"REP",37716,0.18140890594788,NA,NA,NA,NA,FALSE,NA
"183","CA","24","H6CA24311",FALSE,"DEM",31046,0.149327099747001,NA,NA,NA,NA,FALSE,NA
"184","CA","24","H6CA24287",FALSE,"DEM",12657,0.0608784739257164,NA,NA,NA,NA,FALSE,NA
"185","CA","24","H6CA24329",FALSE,"REP",11636,0.0559676007426433,NA,NA,NA,NA,FALSE,NA
"186","CA","24","H0CA22086",FALSE,"NOP",2188,0.0105239868017277,NA,NA,NA,NA,FALSE,NA
"187","CA","24","H4CA24183",FALSE,"NOP",2172,0.0104470289457736,NA,NA,NA,NA,FALSE,NA
"188","CA","24","H6CA20202",FALSE,"DEM",1568,0.00754186988350505,NA,NA,NA,NA,FALSE,NA
"189","CA","25","H4CA25123",TRUE,"REP",63769,0.482579346460626,NA,NA,138755,0.531300615329241,TRUE,NA
"190","CA","25","H6CA25177",FALSE,"DEM",38382,0.290460262444946,NA,NA,122406,0.468699384670759,FALSE,NA
"191","CA","25","H6CA25151",FALSE,"DEM",20327,0.153826943742338,NA,NA,NA,NA,FALSE,NA
"192","CA","25","H6CA25201",FALSE,"REP",9620,0.0728004722192793,NA,NA,NA,NA,FALSE,NA
"193","CA","25","H6CA25193",FALSE,"W(NOP)",44,0.000332975132811672,NA,NA,NA,NA,FALSE,NA
"194","CA","26","H2CA00120",TRUE,"DEM",108937,0.640218387832342,NA,NA,169248,0.603795124631208,TRUE,NA
"195","CA","26","H4CA26139",FALSE,"REP",61219,0.359781612167658,NA,NA,111059,0.396204875368792,FALSE,NA
"196","CA","27","H0CA32101",TRUE,"DEM",93204,0.661767525081475,NA,NA,168977,0.674203613265664,TRUE,NA
"197","CA","27","H2CA27198",FALSE,"REP",39574,0.28098352042374,NA,NA,81655,0.325796386734336,FALSE,NA
"198","CA","27","H6CA27298",FALSE,"NOP",8063,0.0572489544947849,NA,NA,NA,NA,FALSE,NA
"199","CA","28","H0CA27085",TRUE,"DEM",111766,0.702365391383038,NA,NA,210883,0.779866794374448,TRUE,NA
"200","CA","28","H6CA28171",FALSE,"REP",29336,0.184354733296466,NA,NA,59526,0.220133205625552,FALSE,NA
"201","CA","28","H6CA31126",FALSE,"DEM",18026,0.113279875320497,NA,NA,NA,NA,FALSE,NA
"202","CA","29","H2CA28113",TRUE,"DEM",58616,0.613651591289782,NA,NA,128407,0.747317022069094,TRUE,NA
"203","CA","29","H6CA29229",FALSE,"DEM",12397,0.129784338358459,NA,NA,43417,0.252682977930906,FALSE,NA
"204","CA","29","H6CA29211",FALSE,"DEM",10847,0.113557370184255,NA,NA,NA,NA,FALSE,NA
"205","CA","29","H6CA29203",FALSE,"DEM",10006,0.104752931323283,NA,NA,NA,NA,FALSE,NA
"206","CA","29","H6CA29237",FALSE,"DEM",3654,0.0382537688442211,NA,NA,NA,NA,FALSE,NA
"207","CA","30","H6CA24113",TRUE,"DEM",92448,0.601135321772038,NA,NA,205279,0.726383915301977,TRUE,NA
"208","CA","30","H6CA30185",FALSE,"REP",21458,0.139528834962188,NA,NA,77325,0.273616084698023,FALSE,NA
"209","CA","30","H6CA30177",FALSE,"DEM",14628,0.0951173360903576,NA,NA,NA,NA,FALSE,NA
"210","CA","30","H4CA30123",FALSE,"DEM",8847,0.0575268712326629,NA,NA,NA,NA,FALSE,NA
"211","CA","30","H8CA27088",FALSE,"REP",6517,0.0423762427741906,NA,NA,NA,NA,FALSE,NA
"212","CA","30","H4CA30107",FALSE,"DEM",5150,0.033487440584177,NA,NA,NA,NA,FALSE,NA
"213","CA","30","H6CA30193",FALSE,"REP",4741,0.0308279525843851,NA,NA,NA,NA,FALSE,NA
"214","CA","31","H2CA31125",TRUE,"DEM",48518,0.430811578760433,NA,NA,121070,0.560675385299348,TRUE,NA
"215","CA","31","H4CA31071",FALSE,"REP",25534,0.226727046705736,NA,NA,94866,0.439324614700652,FALSE,NA
"216","CA","31","H6CA31142",FALSE,"REP",14020,0.124489433493163,NA,NA,NA,NA,FALSE,NA
"217","CA","31","H6CA31159",FALSE,"DEM",12418,0.110264606641804,NA,NA,NA,NA,FALSE,NA
"218","CA","31","H6CA31134",FALSE,"REP",12130,0.107707334398863,NA,NA,NA,NA,FALSE,NA
"219","CA","32","H8CA34068",TRUE,"DEM",54987,0.514055736816027,NA,NA,114926,0.615743171565423,TRUE,NA
"220","CA","32","H6CA32132",FALSE,"DEM",26386,0.246674207933288,NA,NA,71720,0.384256828434577,FALSE,NA
"221","CA","32","H6CA32140",FALSE,"REP",25594,0.239270055250685,NA,NA,NA,NA,FALSE,NA
"222","CA","33","H4CA33119",TRUE,"DEM",127733,0.69153641674201,NA,NA,219397,0.664398474951472,TRUE,NA
"223","CA","33","H6CA33106",FALSE,"REP",56976,0.30846358325799,NA,NA,110822,0.335601525048528,FALSE,NA
"224","CA","34","H2CA30143",TRUE,"DEM",71982,0.775810223855663,NA,NA,122842,0.77183392394883,TRUE,NA
"225","CA","34","H6CA34229",FALSE,"DEM",19624,0.211504262634319,NA,NA,36314,0.22816607605117,FALSE,NA
"226","CA","34","H6CA34237",FALSE,"W(D)",1177,0.012685513510018,NA,NA,NA,NA,FALSE,NA
"227","CA","35","H4CA35031",TRUE,"DEM",65226,0.755673984823032,NA,NA,124044,0.723909123271842,TRUE,NA
"228","CA","35","H6CA35127",FALSE,"REP",21089,0.244326015176968,NA,NA,47309,0.276090876728158,FALSE,NA
"229","CA","36","H2CA36439",TRUE,"DEM",76213,0.584787379341037,NA,NA,144348,0.620539341492668,TRUE,NA
"230","CA","36","H6CA36182",FALSE,"REP",41190,0.31605358869297,NA,NA,88269,0.379460658507332,FALSE,NA
"231","CA","36","H6CA36190",FALSE,"REP",12923,0.099159031965993,NA,NA,NA,NA,FALSE,NA
"232","CA","37","H0CA33117",TRUE,"DEM",115597,0.802105233941867,NA,NA,192490,0.811263023028423,TRUE,NA
"233","CA","37","H6CA37313",FALSE,"DEM",15362,0.106593947972828,NA,NA,44782,0.188736976971577,FALSE,NA
"234","CA","37","H6CA37305",FALSE,"REP",13158,0.0913008180853057,NA,NA,NA,NA,FALSE,NA
"235","CA","38","H2CA39078",TRUE,"DEM",86396,0.700209099897881,NA,NA,163590,0.704782994563016,TRUE,NA
"236","CA","38","H4CA31105",FALSE,"REP",25801,0.20910800252865,NA,NA,68524,0.295217005436984,FALSE,NA
"237","CA","38","H6CA38113",FALSE,"NOP",11189,0.0906828975734686,NA,NA,NA,NA,FALSE,NA
"238","CA","39","H6CA39020",TRUE,"REP",85035,0.604994486144214,NA,NA,150777,0.572304293696101,TRUE,NA
"239","CA","39","H6CA39137",FALSE,"DEM",55520,0.395005513855786,NA,NA,112679,0.427695706303899,FALSE,NA
